"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"+2 Weapon","DMG'24","324","rare","generic variant","","","","","","","You have a +2 bonus to attack and damage rolls made with this magic weapon. Base items. This item variant can be applied to the following base items:Antimatter Rifle (+2 Antimatter Rifle)Automatic Rifle (+2 Automatic Rifle)Axe (+2 Axe)Battle Axe (+2 Battle Axe)Battleaxe (+2 Battleaxe)Bellow Flute (+2 Bellow Flute)Blowgun (+2 Blowgun)Boat Oar (+2 Boat Oar)Boomerang (+2 Boomerang)Butterfly Staff (+2 Butterfly Staff)Candlemaker's Club (+2 Candlemaker's Club)Club (+2 Club)Dagger (+2 Dagger)Dandelion Spear (+2 Dandelion Spear)Dart (+2 Dart)Double-Bladed Scimitar (+2 Double-Bladed Scimitar)Drive Shaft (+2 Drive Shaft)Fan (+2 Fan)Field Spear (+2 Field Spear)Flail (+2 Flail)Frying Pan (+2 Frying Pan)Glaive (+2 Glaive)Greataxe (+2 Greataxe)Greatclub (+2 Greatclub)Greatsword (+2 Greatsword)Halberd (+2 Halberd)Hammer (+2 Hammer)Hand Crossbow (+2 Hand Crossbow)Handaxe (+2 Handaxe)Heavy Crossbow (+2 Heavy Crossbow)Heavy Hammer (+2 Heavy Hammer)Hooked Shortspear (+2 Hooked Shortspear)Hoopak (+2 Hoopak)Hunting Rifle (+2 Hunting Rifle)Iron Tea Kettle (+2 Iron Tea Kettle)Javelin (+2 Javelin)Lance (+2 Lance)Laser Pistol (+2 Laser Pistol)Laser Rifle (+2 Laser Rifle)Light Crossbow (+2 Light Crossbow)Light Hammer (+2 Light Hammer)Light Repeating Crossbow (+2 Light Repeating Crossbow)Lom Lom Dagger (+2 Lom Lom Dagger)Long Sword (+2 Long Sword)Longbow (+2 Longbow)Longsword (+2 Longsword)Mace (+2 Mace)Mattock (+2 Mattock)Maul (+2 Maul)Morningstar (+2 Morningstar)Musket (+2 Musket)Nakudama Bubble Rod (+2 Nakudama Bubble Rod)Pike (+2 Pike)Pistol (+2 Pistol)Quarterstaff (+2 Quarterstaff)Rapier (+2 Rapier)Revolver (+2 Revolver)Scimitar (+2 Scimitar)Secret Stone Sword (+2 Secret Stone Sword)Semiautomatic Pistol (+2 Semiautomatic Pistol)Shepherd Crook (+2 Shepherd Crook)Shortbow (+2 Shortbow)Shortsword (+2 Shortsword)Shotgun (+2 Shotgun)Shovel (+2 Shovel)Sickle (+2 Sickle)Sling (+2 Sling)Spear (+2 Spear)Staff (+2 Staff)Sword (+2 Sword)Tapper Sack (+2 Tapper Sack)Trident (+2 Trident)Umbrella (+2 Umbrella)Vaulter's Axe (+2 Vaulter's Axe)Vertebrae Sword (+2 Vertebrae Sword)War Pick (+2 War Pick)Warhammer (+2 Warhammer)Whip (+2 Whip)Yklwa (+2 Yklwa)"
"+2 Weapon (no damage)","DMG'14","213","rare","generic variant","","","","","","","You have a +2 bonus to attack rolls made with this weapon."
"+2 Wraps of Unarmed Power","DMG'24","325","rare","wondrous item","","","","","","","While wearing these wraps, you have a +2 bonus to attack rolls and damage rolls made with your Unarmed Strikes. Those strikes deal your choice of Force damage or their normal damage type."
"+2 Wraps of Unarmed Prowess","BMT","69","rare","wondrous item","","","","","","","While you're wearing these cloth wraps, your unarmed strikes are considered magical for the purpose of overcoming immunity and resistance to nonmagical attacks and damage, and you gain a +2 bonus to the attack and damage rolls of your unarmed strikes."
"+3 All-Purpose Tool","TCE","119","very rare","wondrous item","requires attunement by an artificer","","","","","","This simple screwdriver can transform into a variety of tools; as an action, you can touch the item and transform it into any type of artisan's tool of your choice (see the ""Equipment"" chapter in the Player's Handbook for a list of artisan's tools). Whatever form the tool takes, you are proficient with it.While holding this tool, you gain a +3 bonus to the spell attack rolls and the saving throw DCs of your artificer spells.As an action, you can focus on the tool to channel your creative forces. Choose a cantrip that you don't know from any class list. For 8 hours, you can cast that cantrip, and it counts as an artificer cantrip for you. Once this property is used, it can't be used again until the next dawn."
"+3 Ammunition","DMG'14","150","very rare","ammunition, generic variant","","","","","","","You have a +3 bonus to attack and damage rolls made with this piece of magic ammunition. Once it hits a target, the ammunition is no longer magical. Base items. This item variant can be applied to the following base items:Arrow (+3 Arrow)Blowgun Needle (+3 Blowgun Needle)Crossbow Bolt (+3 Crossbow Bolt)Energy Cell (+3 Energy Cell)Modern Bullet (+3 Modern Bullet)Renaissance Bullet (+3 Renaissance Bullet)Sling Bullet (+3 Sling Bullet)"
"+3 Ammunition","DMG'24","228","very rare","ammunition, generic variant","","","","","","","You have a +3 bonus to attack and damage rolls made with this piece of magic ammunition. Once it hits a target, the ammunition is no longer magical.This ammunition is typically found or sold in quantities of ten or twenty pieces. Ten pieces of this ammunition are equivalent in value to a potion of the same rarity (20,000 GP). Base items. This item variant can be applied to the following base items:Arrow (+3 Arrow)Bolt (+3 Bolt)Energy Cell (+3 Energy Cell)Firearm Bullet (+3 Firearm Bullet)Needle (+3 Needle)Sling Bullet (+3 Sling Bullet)"
"+3 Amulet of the Devout","TCE","119","very rare","wondrous item","requires attunement by a cleric or paladin","","","","1 lb.","","This amulet bears the symbol of a deity inlaid with precious stones or metals. While you wear the holy symbol, you gain a +3 bonus to spell attack rolls and the saving throw DCs of your spells.While you wear this amulet, you can use your Channel Divinity feature without expending one of the feature's uses. Once this property is used, it can't be used again until the next dawn."
"+3 Arcane Grimoire","TCE","120","very rare","wondrous item","requires attunement by a wizard","","","","3 lb.","","While you are holding this leather-bound book, you can use it as a spellcasting focus for your wizard spells, and you gain a +3 bonus to spell attack rolls and to the saving throw DCs of your wizard spells.You can use this book as a spellbook. In addition, when you use your Arcane Recovery feature, you can increase the number of spell slot levels you regain by 1."
"+3 Armor","DMG'14","152","legendary","generic variant","","","","","","","You have a +3 bonus to AC while wearing this armor. Base items. This item variant can be applied to the following base items:Breastplate (+3 Breastplate)Chain Mail (+3 Chain Mail)Chain Shirt (+3 Chain Shirt)Half Plate Armor (+3 Half Plate Armor)Hide Armor (+3 Hide Armor)Leather Armor (+3 Leather Armor)Leather Corslet (+3 Leather Corslet)Leather Shirt (+3 Leather Shirt)Padded Armor (+3 Padded Armor)Plate Armor (+3 Plate Armor)Ring Mail (+3 Ring Mail)Ring-Mail (+3 Ring-Mail)Scale Armour (+3 Scale Armour)Scale Mail (+3 Scale Mail)Spiked Armor (+3 Spiked Armor)Splint Armor (+3 Splint Armor)Studded Leather Armor (+3 Studded Leather Armor)"
"+3 Armor","DMG'24","230","legendary","generic variant","","","","","","","You have a +3 bonus to AC while wearing this armor. Base items. This item variant can be applied to the following base items:Breastplate (+3 Breastplate)Chain Mail (+3 Chain Mail)Chain Shirt (+3 Chain Shirt)Half Plate Armor (+3 Half Plate Armor)Hide Armor (+3 Hide Armor)Leather Armor (+3 Leather Armor)Padded Armor (+3 Padded Armor)Plate Armor (+3 Plate Armor)Ring Mail (+3 Ring Mail)Scale Mail (+3 Scale Mail)Splint Armor (+3 Splint Armor)Studded Leather Armor (+3 Studded Leather Armor)"
"+3 Bloodwell Vial","TCE","122","very rare","wondrous item","requires attunement by a sorcerer","","","","","","To attune to this vial, you must place a few drops of your blood into it. The vial can't be opened while your attunement to it lasts. If your attunement to the vial ends, the contained blood turns to ash. You can use the vial as a spellcasting focus for your spells while wearing or holding it, and you gain a +3 bonus to spell attack rolls and to the saving throw DCs of your sorcerer spells.In addition, when you roll any Hit Dice to recover hit points while you are carrying the vial, you can regain 5 sorcery points. This property of the vial can't be used again until the next dawn."
"+3 Dragonhide Belt","FTD","23","very rare","wondrous item","requires attunement by a monk","","","","","","This finely detailed belt is made of dragonhide. While wearing it, you gain a +3 bonus to the saving throw DCs of your ki features. In addition, you can use an action to regain ki points equal to a roll of your Martial Arts die. You can't use this action again until the next dawn."
"+3 Fate Dealer's Deck","BMT","61","legendary","wondrous item","requires attunement by a cleric or paladin","","","","","","The backs of these cards are inscribed with glyphs representing the Inner Planes, the Outer Planes, or the holy symbols of various deities. While holding this deck, you can use it as a spellcasting focus, and you gain a +3 bonus to spell attack rolls and to your spell save DC.In addition, while you're holding the deck, you can draw a card as an action to expend and roll one of your Hit Dice and add the deck's bonus to the number rolled. One creature you can see within 30 feet of you either takes radiant damage or regains hit points (your choice) equal to the total."
"+3 Moon Sickle","TCE","133","very rare","weapon (Sickle), simple weapon, melee weapon","requires attunement by a druid or ranger","1d4 Slashing","light","","2 lb.","","This silver-bladed sickle glimmers softly with moonlight. While holding this magic weapon, you gain a +3 bonus to attack and damage rolls made with it, and you gain a +3 bonus to spell attack rolls and the saving throw DCs of your druid and ranger spells. In addition, you can use the sickle as a spellcasting focus for your druid and ranger spells.When you cast a spell that restores hit points, you can roll a d4 and add the number rolled to the amount of hit points restored, provided you are holding the sickle. Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons."
"+3 Rhythm-Maker's Drum","TCE","134","very rare","wondrous item, instrument","requires attunement by a bard","","","","3 lb.","","While holding this drum, you gain a +3 bonus to spell attack rolls and to the saving throw DCs of your bard spells.As an action, you can play the drum to regain one use of your Bardic Inspiration feature. This property of the drum can't be used again until the next dawn.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"+3 Rod of the Pact Keeper","DMG'14","197","very rare","rod","requires attunement by a warlock","","","","2 lb.","","While holding this rod, you gain a +3 bonus to spell attack rolls and to the saving throw DCs of your warlock spells.In addition, you can regain one warlock spell slot as an action while holding the rod. You can't use this property again until you finish a long rest."
"+3 Rod of the Pact Keeper","DMG'24","301","very rare","rod","requires attunement by a warlock","","","","2 lb.","","While holding this rod, you gain a +3 bonus to spell attack rolls and to the saving throw DCs of your Warlock spells.In addition, you can regain one spell slot as a Magic action while holding the rod. You can't use this property again until you finish a Long Rest."
"+3 Shield (*)","DMG'14","200","very rare","generic variant","","","","","","","* This generic variant has the same name and source as the item +3 shield.While holding this shield, you have a +3 bonus to AC. This bonus is in addition to the shield's normal bonus to AC. Base items. This item variant can be applied to the following base items:Shield (+3 Shield)"
"+3 Shield (*)","DMG'24","303","very rare","generic variant","","","","","","","* This generic variant has the same name and source as the item +3 Shield.While holding this Shield, you have a +3 bonus to Armor Class, in addition to the Shield's normal bonus to AC. Base items. This item variant can be applied to the following base items:Shield (+3 Shield)"
"+3 Wand of the War Mage","DMG'14","212","very rare","wand","requires attunement by a spellcaster","","","","1 lb.","","While you are holding this wand, you gain a +3 bonus to spell attack rolls. In addition, you ignore half cover when making a spell attack."
"+3 Wand of the War Mage","DMG'24","322","very rare","wand","requires attunement by a spellcaster","","","","1 lb.","","While holding this wand, you gain a +3 bonus to spell attack rolls. In addition, you ignore Half Cover when making a spell attack roll."
"+3 Weapon","DMG'14","213","very rare","generic variant","","","","","","","You have a +3 bonus to attack and damage rolls made with this magic weapon. Base items. This item variant can be applied to the following base items:Antimatter Rifle (+3 Antimatter Rifle)Automatic Pistol (+3 Automatic Pistol)Automatic Rifle (+3 Automatic Rifle)Axe (+3 Axe)Battle Axe (+3 Battle Axe)Battleaxe (+3 Battleaxe)Bellow Flute (+3 Bellow Flute)Blowgun (+3 Blowgun)Boat Oar (+3 Boat Oar)Boomerang (+3 Boomerang)Butterfly Staff (+3 Butterfly Staff)Candlemaker's Club (+3 Candlemaker's Club)Club (+3 Club)Dagger (+3 Dagger)Dandelion Spear (+3 Dandelion Spear)Dart (+3 Dart)Double-Bladed Scimitar (+3 Double-Bladed Scimitar)Drive Shaft (+3 Drive Shaft)Fan (+3 Fan)Field Spear (+3 Field Spear)Flail (+3 Flail)Frying Pan (+3 Frying Pan)Glaive (+3 Glaive)Greataxe (+3 Greataxe)Greatclub (+3 Greatclub)Greatsword (+3 Greatsword)Halberd (+3 Halberd)Hammer (+3 Hammer)Hand Crossbow (+3 Hand Crossbow)Handaxe (+3 Handaxe)Heavy Crossbow (+3 Heavy Crossbow)Heavy Hammer (+3 Heavy Hammer)Hooked Shortspear (+3 Hooked Shortspear)Hoopak (+3 Hoopak)Hunting Rifle (+3 Hunting Rifle)Iron Tea Kettle (+3 Iron Tea Kettle)Javelin (+3 Javelin)Lance (+3 Lance)Laser Pistol (+3 Laser Pistol)Laser Rifle (+3 Laser Rifle)Light Crossbow (+3 Light Crossbow)Light Hammer (+3 Light Hammer)Light Repeating Crossbow (+3 Light Repeating Crossbow)Lom Lom Dagger (+3 Lom Lom Dagger)Long Sword (+3 Long Sword)Longbow (+3 Longbow)Longsword (+3 Longsword)Mace (+3 Mace)Mattock (+3 Mattock)Maul (+3 Maul)Morningstar (+3 Morningstar)Musket (+3 Musket)Nakudama Bubble Rod (+3 Nakudama Bubble Rod)Pike (+3 Pike)Pistol (+3 Pistol)Quarterstaff (+3 Quarterstaff)Rapier (+3 Rapier)Revolver (+3 Revolver)Scimitar (+3 Scimitar)Secret Stone Sword (+3 Secret Stone Sword)Shepherd Crook (+3 Shepherd Crook)Shortbow (+3 Shortbow)Shortsword (+3 Shortsword)Shotgun (+3 Shotgun)Shovel (+3 Shovel)Sickle (+3 Sickle)Sling (+3 Sling)Spear (+3 Spear)Staff (+3 Staff)Sword (+3 Sword)Tapper Sack (+3 Tapper Sack)Trident (+3 Trident)Umbrella (+3 Umbrella)Vaulter's Axe (+3 Vaulter's Axe)Vertebrae Sword (+3 Vertebrae Sword)War Pick (+3 War Pick)Warhammer (+3 Warhammer)Whip (+3 Whip)Yklwa (+3 Yklwa)"
"+3 Weapon","DMG'24","324","very rare","generic variant","","","","","","","You have a +3 bonus to attack and damage rolls made with this magic weapon. Base items. This item variant can be applied to the following base items:Antimatter Rifle (+3 Antimatter Rifle)Automatic Rifle (+3 Automatic Rifle)Axe (+3 Axe)Battle Axe (+3 Battle Axe)Battleaxe (+3 Battleaxe)Bellow Flute (+3 Bellow Flute)Blowgun (+3 Blowgun)Boat Oar (+3 Boat Oar)Boomerang (+3 Boomerang)Butterfly Staff (+3 Butterfly Staff)Candlemaker's Club (+3 Candlemaker's Club)Club (+3 Club)Dagger (+3 Dagger)Dandelion Spear (+3 Dandelion Spear)Dart (+3 Dart)Double-Bladed Scimitar (+3 Double-Bladed Scimitar)Drive Shaft (+3 Drive Shaft)Fan (+3 Fan)Field Spear (+3 Field Spear)Flail (+3 Flail)Frying Pan (+3 Frying Pan)Glaive (+3 Glaive)Greataxe (+3 Greataxe)Greatclub (+3 Greatclub)Greatsword (+3 Greatsword)Halberd (+3 Halberd)Hammer (+3 Hammer)Hand Crossbow (+3 Hand Crossbow)Handaxe (+3 Handaxe)Heavy Crossbow (+3 Heavy Crossbow)Heavy Hammer (+3 Heavy Hammer)Hooked Shortspear (+3 Hooked Shortspear)Hoopak (+3 Hoopak)Hunting Rifle (+3 Hunting Rifle)Iron Tea Kettle (+3 Iron Tea Kettle)Javelin (+3 Javelin)Lance (+3 Lance)Laser Pistol (+3 Laser Pistol)Laser Rifle (+3 Laser Rifle)Light Crossbow (+3 Light Crossbow)Light Hammer (+3 Light Hammer)Light Repeating Crossbow (+3 Light Repeating Crossbow)Lom Lom Dagger (+3 Lom Lom Dagger)Long Sword (+3 Long Sword)Longbow (+3 Longbow)Longsword (+3 Longsword)Mace (+3 Mace)Mattock (+3 Mattock)Maul (+3 Maul)Morningstar (+3 Morningstar)Musket (+3 Musket)Nakudama Bubble Rod (+3 Nakudama Bubble Rod)Pike (+3 Pike)Pistol (+3 Pistol)Quarterstaff (+3 Quarterstaff)Rapier (+3 Rapier)Revolver (+3 Revolver)Scimitar (+3 Scimitar)Secret Stone Sword (+3 Secret Stone Sword)Semiautomatic Pistol (+3 Semiautomatic Pistol)Shepherd Crook (+3 Shepherd Crook)Shortbow (+3 Shortbow)Shortsword (+3 Shortsword)Shotgun (+3 Shotgun)Shovel (+3 Shovel)Sickle (+3 Sickle)Sling (+3 Sling)Spear (+3 Spear)Staff (+3 Staff)Sword (+3 Sword)Tapper Sack (+3 Tapper Sack)Trident (+3 Trident)Umbrella (+3 Umbrella)Vaulter's Axe (+3 Vaulter's Axe)Vertebrae Sword (+3 Vertebrae Sword)War Pick (+3 War Pick)Warhammer (+3 Warhammer)Whip (+3 Whip)Yklwa (+3 Yklwa)"
